127 101
95 r
15 r
51 w
40 w
67 w
100 r
111 r
50 r
69 w
122 w
26 w
69 r
27 r
70 w
67 r
78 w
59 r
109 w
95 r
124 r
123 w
16 r
119 r
7 w
122 r
111 r
94 r
105 r
68 r
83 r
114 w
91 w
34 r
7 r
71 w
56 r
105 w
13 w
2 w
102 r
61 r
39 w
51 r
35 r
111 w
125 r
7 w
6 w
121 r
38 r
36 r
69 r
95 r
18 r
64 r
2 w
27 w
110 r
57 r
86 r
3 w
24 r
91 r
103 w
125 r
54 w
2 r
12 w
88 r
6 r
89 r
15 w
103 w
57 r
34 w
33 w
39 r
112 w
68 w
41 w
12 w
24 r
93 r
57 r
13 r
62 r
24 r
64 r
8 w
98 r
46 w
35 r
45 w
0 r
120 w
13 w
37 w
25 r
58 r
65 w
25 r
90 w
3 r
21 r
61 w
35 w
63 w
41 r
78 w
11 w
89 r
12 w
69 w
124 r
89 r
35 w
21 r
9 r
56 r
17 r
12 w
72 w
46 w
38 r
92 w
113 r
7 w
113 r
17 r
109 r
110 w
64 r
35 r
56 w
102 w
17 w
85 r
13 w
120 r
38 r
105 w
121 r
78 r
27 w
110 w
56 w
114 r
94 w
88 w
111 r
102 w
25 w
102 r
102 r
114 r
109 w
53 r
110 w
66 r
112 r
59 r
109 r
32 r
83 w
77 r
38 r
112 r
65 w
96 r
99 w
73 w
102 w
10 w
28 r
11 w
40 r
55 r
82 r
12 r
6 w
98 w
125 w
78 w
109 r
64 w
84 r
70 r
50 w
59 r
97 r
38 w
22 w
119 w
20 w
57 w
73 w
67 w
94 w
76 r
0 r
28 r
55 r
15 r
73 w
119 r
12 r
117 w
53 r
18 r
36 w
26 w
36 w
56 r
97 w
103 w
32 r
48 r
102 r
103 r
72 w
79 w
31 r
10 r
125 w
50 w
28 r
105 w
46 w
3 w
8 w
68 w
118 r
96 w
51 w
42 w
84 r
25 r
110 w
2 r
106 w
42 w
110 w
56 r
32 r
18 r
23 r
34 w
85 r
92 r
105 w
116 r
30 r
117 r
17 r
45 w
67 w
9 w
87 w
85 w
63 r
101 w
71 w
60 w
69 w
111 w
98 r
0 r
81 r
7 w
112 w
85 w
9 r
91 r
110 w
98 r
7 r
8 w
91 r
79 w
95 w
123 w
16 r
20 w
86 w
82 r
65 r
29 r
81 r
108 r
56 r
54 r
66 w
12 r
59 r
105 r
88 r
107 r
52 w
111 r
32 w
89 r
7 w
61 r
95 w
7 r
102 r
120 w
21 w
70 r
42 r
42 w
57 r
14 r
35 w
106 r
10 r
94 r
13 w
56 r
78 w
86 r
45 r
28 r
106 r
3 r
45 r
75 w
22 r
9 w
17 r
80 r
96 w
82 r
126 r
119 w
66 w
99 r
82 r
112 r
81 r
46 r
114 w
123 w
97 r
41 r
116 r
47 w
108 w
2 r
70 w
45 w
111 w
64 r
95 w
121 w
30 w
48 r
48 w
92 r
0 r
118 w
40 w
88 r
123 r
113 r
30 w
87 w
48 r
111 r
99 r
44 r
29 r
5 w
99 r
38 w
79 w
34 w
45 w
72 r
20 r
91 r
7 w
93 r
91 w
106 r
101 r
54 w
32 r
124 w
51 r
0 r
3 w
92 r
38 w
19 w
51 r
15 r
29 r
101 w
109 r
53 w
34 w
61 w
7 r
89 r
32 r
123 r
113 w
107 w
51 r
64 r
87 r
9 w
84 w
27 w
126 w
95 r
38 w
25 r
62 w
33 w
77 w
60 w
96 w
27 w
69 w
7 r
51 w
105 w
76 w
85 w
23 w
44 r
6 r
122 r
46 r
60 w
35 w
115 w
30 r
42 r
29 w
69 r
17 r
21 w
92 r
22 r
41 r
65 w
111 r
92 r
33 r
124 w
84 w
32 w
15 r
76 w
99 r
124 w
61 w
82 w
121 r
104 r
1 r
91 r
37 r
117 w
22 w
57 r
90 w
13 r
47 w
105 w
84 r
88 w
72 r
123 r
7 r
77 w
19 r
97 r
39 r
38 w
64 r
8 w
86 r
98 w
107 r
55 r
2 r
85 w
15 r
43 r
110 w
19 r
6 r
64 r
35 r
13 r
57 r
34 r
109 r
61 r
87 r
84 w
51 w
7 w
19 r
6 w
16 w
28 w
112 r
64 r
122 r
57 w
118 w
46 w
120 w
63 w
53 w
35 w
124 w
38 r
72 w
71 r
91 r
81 w
42 r
32 w
88 w
121 r
65 r
68 r
82 w
67 w
77 w
39 w
121 w
119 w
94 r
31 w
19 r
16 r
94 w
112 r
98 w
94 r
10 r
33 r
37 w
33 r
106 w
49 w
73 r
26 r
65 r
50 w
105 r
33 w
99 w
11 r
125 w
33 r
21 w
99 r
89 r
125 r
74 r
34 w
82 r
56 r
105 r
97 w
42 w
102 w
19 w
119 w
101 w
45 w
20 r
76 w
113 r
67 w
124 r
114 r
116 w
116 r
75 r
4 w
22 r
82 w
37 r
5 r
44 w
32 r
74 w
36 w
107 w
25 w
95 w
95 r
110 r
88 r
73 r
66 w
1 r
116 r
83 w
24 w
113 w
62 w
77 w
103 r
43 r
126 r
17 r
99 r
50 w
126 w
123 r
28 r
123 r
10 r
59 r
25 w
84 r
24 w
70 r
22 w
61 w
117 r
72 r
118 r
114 w
72 r
47 r
122 w
114 w
1 w
98 r
14 w
11 r
0 w
26 w
61 w
42 r
21 w
21 r
110 w
110 w
60 r
106 w
22 r
82 w
73 r
51 w
70 r
61 r
104 r
109 w
7 w
33 r
122 w
15 w
81 w
13 r
62 r
9 r
28 r
44 w
77 r
5 w
83 r
35 r
75 r
73 w
42 w
0 r
70 r
63 r
74 w
76 r
18 w
43 r
6 w
4 w
63 w
123 r
89 w
44 w
96 r
84 r
114 r
47 r
112 r
72 w
45 r
82 r
94 r
10 r
86 w
50 r
94 w
10 w
17 r
1 r
118 w
54 r
11 w
3 w
101 w
30 w
27 w
123 w
101 w
75 w
74 r
29 w
119 r
29 w
100 w
67 w
1 r
42 w
107 w
83 r
28 w
59 r
105 w
71 r
0 w
93 r
58 r
15 r
83 w
91 r
103 r
12 w
49 w
43 w
81 w
104 w
77 r
94 r
2 r
52 w
107 r
79 w
2 w
124 w
126 r
42 w
12 w
116 w
1 w
110 w
44 r
117 r
35 w
106 w
3 w
72 w
32 r
108 r
85 w
123 w
48 w
124 r
49 w
62 r
35 r
118 r
10 r
47 w
10 r
117 w
117 r
20 r
110 r
50 w
31 r
44 r
98 w
5 r
111 r
50 w
47 r
114 w
0 w
59 r
0 w
116 r
47 r
76 w
108 w
22 r
18 w
17 w
53 r
86 w
54 w
90 r
37 r
73 r
109 w
17 r
87 r
110 r
26 r
18 r
93 r
65 r
93 r
46 w
53 w
73 r
117 w
32 r
4 w
62 w
95 r
107 w
112 w
120 r
95 w
125 w
102 w
36 r
89 r
126 r
3 w
112 r
33 r
49 r
94 r
119 r
12 w
86 w
14 w
98 w
85 w
101 w
68 r
20 r
90 w
28 w
32 r
11 r
59 w
57 w
98 r
88 w
103 r
117 w
111 r
13 w
87 r
80 w
16 r
55 r
52 w
108 r
92 w
97 r
84 r
79 w
5 w
18 r
99 w
22 r
50 w
29 r
50 r
83 w
105 r
106 w
69 w
52 w
59 r
35 w
104 w
18 w
65 r
118 r
42 w
13 r
79 r
2 w
19 r
11 w
52 w
73 w
8 r
34 r
105 w
65 w
80 w
47 r
10 w
107 r
54 r
22 r
83 w
76 r
95 w
49 w
90 r
121 r
94 w
60 r
87 r
103 r
124 w
123 w
0 w
90 r
116 r
94 r
124 r
117 w
41 r
56 r
121 r
105 r
109 w
103 r
35 r
3 w
50 w
109 w
28 w
94 w
80 r
124 r
19 w
21 r
98 r
4 r
122 w
48 r
98 w
95 w
68 w
114 w
101 w
50 r
81 r
79 r
40 r
61 w
60 w
122 r
47 w
6 r
29 r
78 w
122 r
110 w
56 r
45 r
110 w
102 r
109 w
96 r
118 r
113 w
56 r
43 r
70 w
80 w
0 r
27 w
27 r
38 w
63 w
55 w
54 r
80 w
35 r
59 r
89 r
9 r
32 r
99 r
123 w
60 r
83 w
47 w
33 w
121 w
94 w
99 w
47 r
31 w
83 w
52 w
13 w
121 w
98 r
124 r
68 r
1 r
118 r
91 r
0 r
46 r
103 w
79 r
10 r
14 r
97 w
31 w
75 w
89 r
7 r
120 w
86 w
14 r
106 w
87 w
31 r
61 w
42 w
3 r
97 r
112 r
110 r
110 w
62 w
33 w
20 r
27 w
69 r
0 w
31 r
97 w
50 r
89 r
110 w
117 r
122 w
80 w
32 r
0 r
80 w
113 r
75 r
13 w
107 r
57 r
111 w
110 w
106 w
45 r
102 r
77 w
101 r
23 w
63 r
29 r
0 r
1 r
73 r
3 w
30 w
55 r
73 w
31 w
55 w
81 w
14 w
18 w
110 w
7 r
28 w
73 w
29 w
8 r
87 r
26 w
0 w
16 r
116 w
111 w
78 w
76 r
0 r
13 w
69 r
126 r
88 r
48 w
77 w
74 w
34 w
75 w
118 r
91 w
31 w
33 w
37 r
120 w
17 w
94 w
19 w
124 w
80 w
13 w
69 w
63 w
107 w
3 r
41 w
66 w
96 w
6 r
55 r
59 r
37 w
93 r
61 r
8 w
15 w
28 w
44 r
37 w
59 w
106 w
100 r
67 r
74 w
112 r
11 w
102 r
16 w
74 r
66 w
33 r
120 w
105 r
115 w
8 w
49 r
22 r
54 w
39 r
94 w
65 r
82 w
79 r
84 w
108 r
53 w
106 r
47 r
48 r
105 r
1 w
40 r
29 w
14 r
118 r
15 r
83 r
81 w
5 w
10 r
114 w
87 r
23 w
99 r
118 r
83 r
114 w
71 w
61 w
76 w
50 r
86 r
52 w
23 w
87 r
36 w
55 w
114 w
17 r
122 r
99 r
35 w
119 r
43 w
46 r
34 r
80 w
34 w
50 r
83 r
51 r
15 r
60 r
33 w
72 w
36 w
119 w
64 w
44 r
121 r
96 w
85 r
5 w
111 r
95 w
13 r
92 r
45 r
79 w
106 r
41 r
64 r
95 w
76 w
121 w
79 w
91 w
3 w
32 w
111 r
2 r
85 r
85 w
73 r
118 r
107 w
92 r
64 w
96 r
65 w
116 w
32 r
104 r
72 w
28 r
6 w
93 w
0 r
24 w
77 r
36 r
120 w
109 r
70 w
122 r
110 r
117 r
43 r
123 w
96 w
19 w
49 r
123 r
39 r
1 r
46 w
47 w
62 r
39 r
28 w
104 w
119 w
95 r
61 r
57 w
14 w
30 r
107 r
18 w
124 r
90 r
39 r
59 r
40 w
21 r
21 r
51 w
6 r
92 r
73 w
100 w
16 r
82 w
16 w
114 r
37 w
3 w
92 w
61 r
0 w
88 r
112 w
34 r
54 r
100 r
12 w
119 r
14 w
72 r
75 r
24 r
32 w
61 w
72 r
112 r
89 r
23 r
75 w
19 w
93 w
51 w
29 w
19 w
103 w
0 w
119 w
44 w
77 r
45 w
24 w
22 w
29 r
103 r
97 r
66 r
3 w
19 r
4 w
105 w
11 w
43 r
79 r
117 r
3 w
77 w
88 r
54 w
51 w
98 r
38 r
90 w
48 r
122 w
56 r
19 r
81 r
81 w
68 w
87 r
7 r
52 r
121 w
31 w
109 r
19 w
8 r
9 w
31 w
76 r
92 w
78 r
110 w
93 r
48 w
5 r
105 w
125 w
13 w
68 r
108 w
4 r
22 r
8 w
107 r
6 w
110 r
30 r
101 r
53 r
34 w
77 w
15 r
112 r
21 w
108 w
111 w
87 w
45 r
71 r
71 w
115 r
26 r
114 r
63 w
31 r
34 r
34 w
85 r
120 w
96 w
68 w
35 r
112 r
43 w
100 w
21 r
82 r
96 w
40 r
108 w
72 w
66 r
99 r
77 w
22 w
104 w
45 w
100 r
20 r
98 w
66 w
116 w
77 r
63 w
121 r
93 r
36 r
117 w
105 w
88 r
8 r
106 w
49 r
99 r
85 r
10 r
98 w
110 r
39 r
56 r
44 r
111 r
38 w
76 r
52 r
89 r
61 w
35 r
80 w
43 r
29 w
63 r
37 w
77 w
114 r
5 r
61 w
77 w
3 w
54 r
17 r
77 w
111 r
9 r
45 w
62 w
81 r
76 r
28 w
63 w
93 r
99 r
54 r
48 r
68 r
36 w
66 w
54 r
97 w
70 w
8 w
9 r
97 r
17 w
92 r
96 w
116 r
116 w
34 w
108 w
3 r
58 r
12 w
26 r
46 w
120 r
118 w
121 r
20 w
126 w
2 r
120 r
117 w
46 w
61 r
117 w
104 r
71 w
58 w
65 w
107 r
20 w
63 w
117 r
105 r
80 w
43 w
109 r
25 w
7 w
95 r
25 r
42 r
21 w
94 w
91 w
26 w
38 r
58 r
89 r
115 w
22 w
29 w
3 r
39 w
66 r
1 r
40 w
22 r
42 r
111 r
39 r
7 w
24 w
121 r
41 r
58 w
37 w
120 w
8 r
112 r
101 w
107 w
100 r
17 w
37 w
97 w
82 w
96 r
48 w
92 w
32 r
43 w
7 r
51 w
74 w
120 w
15 w
57 r
112 w
79 r
121 w
39 r
119 w
10 w
39 w
1 w
24 r
120 r
100 w
6 r
121 r
73 r
3 r
102 r
10 r
80 w
21 r
1 w
80 w
17 r
21 w
67 r
84 r
93 r
60 r
61 r
77 r
35 w
101 w
115 w
44 r
38 w
56 r
2 r
12 w
83 w
116 w
122 w
1 r
60 r
90 r
99 r
120 w
100 r
58 r
71 r
126 r
21 w
33 w
94 r
81 r
123 r
101 w
55 w
92 r
77 r
102 w
98 r
73 w
30 r
105 w
104 r
21 w
106 w
125 w
114 r
124 r
47 r
74 r
106 w
21 r
11 r
104 w
67 r
125 r
78 r
125 r
53 r
97 r
29 w
86 r
40 w
43 r
57 w
120 w
21 r
64 w
1 w
16 r
80 w
15 w
59 w
112 r
34 w
56 r
122 r
29 w
0 w
102 w
58 r
82 w
114 r
43 w
101 w
74 r
30 w
29 w
24 w
66 r
35 w
83 w
30 w
12 r
109 r
95 r
123 w
57 w
42 w
14 w
74 r
41 w
55 w
55 w
112 r
110 w
48 w
88 w
28 r
37 w
64 r
42 w
26 r
126 r
103 w
51 w
84 w
8 r
18 r
95 r
81 r
5 r
116 r
41 w
54 w
71 w
58 w
108 r
7 w
1 r
30 w
100 r
73 w
103 r
66 r
38 r
71 r
89 w
63 r
124 r
114 w
9 r
7 w
91 r
94 r
81 w
59 w
0 r
38 r
26 r
0 r
56 w
45 r
121 r
62 w
102 r
59 r
49 r
77 w
120 w
37 w
5 r
11 r
95 w
47 w
99 w
26 w
19 w
83 w
97 w
16 w
94 w
74 w
42 r
24 r
42 w
60 r
27 w
110 w
91 r
67 w
107 w
66 w
50 r
103 r
65 r
82 w
121 w
97 w
113 r
37 r
97 r
45 w
73 w
119 w
0 r
114 w
126 r
84 w
82 w
26 r
122 w
6 w
115 w
46 r
101 r
35 w
114 w
109 r
9 w
63 r
96 w
76 r
15 r
59 w
32 w
98 w
8 w
81 w
68 r
67 w
28 r
79 w
49 w
113 r
63 w
50 w
4 w
16 w
52 w
110 r
86 r
75 w
15 r
85 w
71 w
49 w
95 w
13 w
54 r
51 w
106 w
86 w
51 r
95 w
126 w
116 w
18 r
6 r
49 w
10 r
92 w
22 r
11 r
10 r
17 r
79 w
67 w
49 w
20 w
97 r
82 r
97 w
43 r
35 w
25 w
99 r
67 r
2 r
16 r
73 r
66 r
12 w
49 r
6 w
100 r
55 w
54 r
88 w
51 r
76 r
92 w
67 w
70 w
53 r
24 w
69 r
5 r
22 r
49 r
89 r
0 w
54 r
88 r
56 r
111 r
97 w
2 w
22 r
89 r
68 r
25 r
86 r
77 w
17 r
96 w
125 r
103 w
48 r
7 w
73 w
93 r
108 r
35 r
4 r
15 w
31 w
111 r
102 r
7 r
0 w
70 r
34 r
27 r
94 w
90 w
126 w
104 r
11 w
109 w
66 r
111 r
70 w
88 w
54 r
97 r
68 r
58 r
120 w
47 w
102 r
32 w
12 w
102 r
67 w
28 w
101 w
109 r
92 r
108 r
47 w
5 r
51 r
101 r
24 r
95 w
9 r
113 w
113 w
85 w
60 r
34 r
22 r
116 w
40 r
40 r
122 w
126 w
42 w
42 r
103 w
96 w
82 w
62 r
73 r
2 w
82 r
26 w
110 r
65 r
39 r
43 r
118 r
102 w
10 r
12 w
76 r
33 r
5 r
41 w
59 r
24 r
68 w
69 w
51 r
103 r
14 r
52 w
122 r
19 r
8 w
67 r
39 r
