4015
0 375 a
1 308 a
2 1620 a
3 756 a
4 1056 a
5 684 a
6 1272 a
7 493 a
8 1697 a
9 1148 a
10 1721 a
11 1243 a
12 1398 a
7 -1 f
13 65 a
14 1195 a
15 1511 a
16 934 a
17 1363 a
18 1396 a
19 1464 a
20 1319 a
20 -1 f
21 1279 a
22 806 a
23 1357 a
24 1231 a
11 -1 f
25 772 a
26 1269 a
27 963 a
28 763 a
29 1836 a
30 917 a
31 125 a
32 1491 a
33 1280 a
27 -1 f
34 32 a
35 482 a
36 223 a
18 -1 f
37 451 a
38 1328 a
39 1667 a
40 1000 a
41 570 a
6 -1 f
42 1514 a
43 2015 a
44 1896 a
45 203 a
46 1901 a
47 1030 a
34 -1 f
48 1259 a
49 1140 a
50 890 a
3 -1 f
51 838 a
49 -1 f
52 9 a
42 -1 f
53 1754 a
54 -1 f
54 1952 a
55 1280 a
56 716 a
57 1933 a
58 1781 a
59 310 a
60 1421 a
61 1786 a
62 2046 a
63 750 a
64 1112 a
65 2019 a
66 1813 a
67 1526 a
68 1533 a
69 368 a
70 1112 a
71 221 a
72 1278 a
73 1185 a
74 957 a
70 -1 f
75 232 a
44 -1 f
76 1428 a
77 1603 a
78 1754 a
79 1325 a
33 -1 f
80 1465 a
81 647 a
82 1868 a
83 13 a
84 1272 a
85 90 a
40 -1 f
86 389 a
87 918 a
88 379 a
89 1861 a
90 1309 a
91 2025 a
92 109 a
8 -1 f
93 376 a
94 1783 a
95 1867 a
96 1240 a
97 460 a
98 380 a
99 1657 a
100 673 a
101 84 a
102 729 a
103 95 a
58 -1 f
104 1237 a
105 979 a
106 1622 a
107 561 a
108 668 a
109 2021 a
110 1328 a
111 576 a
112 1981 a
21 -1 f
113 171 a
55 -1 f
114 880 a
115 379 a
81 -1 f
116 286 a
117 1169 a
118 562 a
119 1167 a
51 -1 f
120 40 a
121 736 a
122 1715 a
123 934 a
39 -1 f
124 1592 a
125 1260 a
126 1976 a
127 727 a
69 -1 f
128 364 a
129 1496 a
130 1710 a
101 -1 f
131 722 a
132 995 a
133 1228 a
134 771 a
135 1279 a
131 -1 f
136 879 a
137 103 a
138 542 a
139 1322 a
140 1103 a
141 350 a
10 -1 f
142 781 a
22 -1 f
143 158 a
144 1127 a
114 -1 f
145 1846 a
146 381 a
67 -1 f
147 472 a
148 1663 a
149 1066 a
150 1721 a
117 -1 f
151 667 a
152 526 a
56 -1 f
153 140 a
154 720 a
155 1996 a
156 1059 a
157 1088 a
158 1480 a
159 1049 a
160 164 a
161 235 a
162 -1 f
162 1093 a
17 -1 f
163 772 a
164 108 a
165 1434 a
166 1188 a
25 -1 f
167 1085 a
168 911 a
169 485 a
170 204 a
171 1632 a
172 627 a
173 1250 a
174 999 a
175 1936 a
176 627 a
177 1487 a
84 -1 f
178 1196 a
179 523 a
180 718 a
181 898 a
182 141 a
183 1863 a
184 1423 a
185 96 a
186 928 a
187 1418 a
188 988 a
189 605 a
177 -1 f
190 747 a
191 427 a
192 197 a
193 20 a
194 1985 a
195 1429 a
196 97 a
170 -1 f
197 418 a
198 604 a
92 -1 f
199 14 a
200 1774 a
143 -1 f
201 1656 a
202 1889 a
203 1260 a
204 1829 a
159 -1 f
205 1316 a
206 1413 a
207 1234 a
208 689 a
209 1790 a
210 824 a
211 576 a
212 194 a
213 1322 a
214 2002 a
215 1445 a
145 -1 f
216 1837 a
217 1290 a
218 1508 a
219 566 a
220 382 a
221 613 a
47 -1 f
222 1613 a
223 1435 a
224 1491 a
225 222 a
226 438 a
227 907 a
228 941 a
229 1874 a
230 1237 a
231 2015 a
232 1329 a
154 -1 f
233 736 a
234 901 a
225 -1 f
235 1282 a
236 158 a
237 1194 a
238 1167 a
68 -1 f
239 655 a
30 -1 f
240 1640 a
241 358 a
125 -1 f
242 773 a
243 179 a
244 488 a
245 371 a
246 1367 a
247 1366 a
248 1427 a
249 233 a
250 619 a
251 1514 a
252 1148 a
253 1220 a
85 -1 f
254 1558 a
255 1059 a
256 716 a
257 1107 a
258 1176 a
259 123 a
260 1477 a
261 954 a
262 1190 a
231 -1 f
263 725 a
264 83 a
265 412 a
266 367 a
267 1364 a
268 1800 a
269 477 a
270 132 a
271 810 a
43 -1 f
272 1883 a
273 1727 a
156 -1 f
274 74 a
26 -1 f
275 1026 a
228 -1 f
276 22 a
277 1613 a
161 -1 f
278 1330 a
279 1414 a
280 220 a
281 984 a
282 945 a
283 1184 a
279 -1 f
284 1774 a
285 1195 a
286 609 a
287 1030 a
288 135 a
289 1620 a
290 110 a
291 638 a
292 1319 a
293 1317 a
294 1881 a
295 1242 a
296 159 a
297 737 a
298 872 a
299 1328 a
300 425 a
301 1952 a
285 -1 f
302 117 a
35 -1 f
303 277 a
304 174 a
178 -1 f
305 734 a
306 1087 a
78 -1 f
307 1096 a
308 232 a
309 406 a
310 1763 a
311 1717 a
312 682 a
139 -1 f
313 1656 a
314 1345 a
315 757 a
316 1376 a
317 1636 a
318 880 a
319 678 a
320 783 a
269 -1 f
321 845 a
198 -1 f
322 474 a
323 955 a
324 1532 a
325 534 a
326 1520 a
176 -1 f
327 767 a
328 302 a
151 -1 f
329 1025 a
330 1568 a
331 919 a
332 286 a
333 84 a
