4102
0 1710 a
1 875 a
2 1482 a
3 3287 a
4 841 a
5 3782 a
6 2283 a
7 38 a
8 3930 a
9 589 a
10 3925 a
11 2756 a
12 3357 a
13 739 a
14 1230 a
15 80 a
16 3797 a
17 3673 a
18 2997 a
19 2792 a
20 1732 a
21 3555 a
22 347 a
23 1080 a
24 1993 a
25 2357 a
26 3529 a
27 2505 a
28 974 a
29 3509 a
30 1995 a
31 1424 a
32 510 a
33 3567 a
34 1089 a
35 1034 a
36 2869 a
37 679 a
38 4045 a
39 1052 a
40 2186 a
41 202 a
42 1432 a
43 2646 a
44 3174 a
45 933 a
46 3138 a
47 1387 a
48 1466 a
49 1034 a
50 3814 a
51 1085 a
52 1721 a
53 2580 a
54 1238 a
55 2711 a
56 2250 a
57 2583 a
58 1869 a
59 960 a
60 3429 a
61 637 a
62 234 a
63 1267 a
64 1565 a
65 3536 a
66 1269 a
67 2227 a
68 3260 a
69 290 a
70 3605 a
71 2544 a
72 2661 a
73 3802 a
74 449 a
75 36 a
76 1391 a
77 2238 a
78 3144 a
79 1651 a
80 70 a
81 1543 a
82 2443 a
83 2561 a
84 3177 a
85 3396 a
86 3210 a
87 3818 a
88 3224 a
89 1157 a
90 1088 a
91 2658 a
92 1615 a
93 3838 a
94 1130 a
95 305 a
96 2246 a
97 710 a
98 3432 a
99 1813 a
100 431 a
101 2722 a
102 1114 a
103 1209 a
104 3917 a
105 3845 a
106 498 a
107 2139 a
108 1309 a
109 23 a
110 940 a
111 3008 a
112 2478 a
113 405 a
114 646 a
115 2016 a
116 3137 a
117 1906 a
118 419 a
119 1343 a
120 2212 a
121 249 a
122 1774 a
123 2775 a
124 1480 a
125 3867 a
126 2234 a
127 1092 a
128 3246 a
129 1385 a
130 2907 a
131 3378 a
132 4059 a
133 682 a
134 1658 a
135 224 a
136 376 a
137 3018 a
138 1677 a
139 2732 a
140 2185 a
141 2213 a
142 2267 a
143 3591 a
144 1692 a
145 594 a
146 1871 a
147 1557 a
148 3965 a
149 1315 a
150 2578 a
151 306 a
152 2262 a
153 2301 a
154 1305 a
155 1863 a
156 678 a
157 1446 a
158 3757 a
159 1866 a
160 584 a
161 3903 a
162 246 a
163 1998 a
164 155 a
165 618 a
166 3869 a
167 3536 a
168 44 a
169 490 a
170 877 a
171 3175 a
172 1052 a
173 1606 a
174 1914 a
175 204 a
176 1371 a
177 2473 a
178 853 a
179 708 a
180 590 a
181 2473 a
182 3153 a
183 720 a
184 1070 a
185 2935 a
186 1673 a
187 995 a
188 1647 a
189 3470 a
190 1106 a
191 728 a
192 1426 a
193 2321 a
194 3021 a
195 1400 a
196 3694 a
197 1625 a
198 2165 a
199 861 a
200 2147 a
201 435 a
202 566 a
203 2245 a
204 1804 a
205 1346 a
206 474 a
207 1576 a
208 1861 a
209 251 a
210 702 a
211 2958 a
212 2924 a
213 2814 a
214 3370 a
215 2691 a
216 1215 a
217 3661 a
218 690 a
219 2141 a
220 3478 a
221 3280 a
222 1983 a
223 3754 a
224 880 a
225 2359 a
226 1607 a
227 2893 a
228 4021 a
229 360 a
230 2176 a
231 1740 a
232 1703 a
233 2219 a
234 378 a
235 3321 a
236 2458 a
237 1858 a
238 1331 a
239 275 a
240 271 a
241 2350 a
242 2733 a
243 2910 a
244 3631 a
245 448 a
246 3490 a
247 4035 a
248 1007 a
249 2928 a
250 2574 a
251 4070 a
252 3651 a
253 2732 a
254 1918 a
255 1764 a
256 1981 a
257 2385 a
258 1281 a
259 1010 a
260 1918 a
261 2593 a
262 3960 a
263 1748 a
264 2683 a
265 4073 a
266 3983 a
267 221 a
268 2903 a
269 2969 a
270 1455 a
271 1371 a
272 4079 a
273 1869 a
274 481 a
275 606 a
276 1310 a
277 3048 a
278 4013 a
279 459 a
280 3616 a
281 1885 a
282 540 a
283 126 a
284 2419 a
285 1158 a
286 1183 a
287 2030 a
288 596 a
289 489 a
290 3108 a
291 1767 a
292 358 a
293 2094 a
294 600 a
295 305 a
296 3875 a
297 3022 a
298 1771 a
299 939 a
300 3432 a
301 2044 a
302 1617 a
303 1764 a
304 1790 a
305 3441 a
306 122 a
307 255 a
308 2646 a
309 3089 a
310 2438 a
311 2113 a
312 2785 a
313 1095 a
314 1935 a
315 213 a
316 893 a
317 787 a
318 3283 a
319 346 a
320 4082 a
321 1689 a
322 1786 a
323 1077 a
324 2806 a
325 2435 a
326 1915 a
327 409 a
328 2490 a
329 1791 a
330 2490 a
331 3664 a
332 799 a
333 1889 a
334 4089 a
335 224 a
336 1466 a
337 2305 a
338 3345 a
339 3876 a
340 200 a
341 1531 a
342 3355 a
343 1504 a
344 3002 a
345 494 a
346 2367 a
347 1991 a
348 1539 a
349 1210 a
350 859 a
351 1972 a
352 570 a
353 3438 a
354 1316 a
355 4012 a
356 2489 a
357 992 a
358 2390 a
359 3429 a
360 734 a
361 2446 a
362 2754 a
363 2099 a
364 310 a
365 849 a
366 303 a
367 3649 a
368 2510 a
369 2376 a
370 3218 a
371 184 a
372 2520 a
373 3150 a
374 228 a
375 1945 a
376 1567 a
377 3311 a
378 3904 a
379 431 a
380 2078 a
381 2078 a
382 4035 a
383 1845 a
384 816 a
385 3426 a
386 1813 a
387 3084 a
388 91 a
389 2679 a
390 3295 a
391 992 a
392 2057 a
393 3041 a
394 366 a
395 3981 a
396 712 a
397 1117 a
398 3571 a
399 4092 a
400 2399 a
401 144 a
402 1959 a
403 1431 a
404 487 a
405 1347 a
406 3801 a
407 3253 a
408 2022 a
409 3320 a
410 2631 a
411 1764 a
412 3841 a
413 644 a
414 891 a
415 2882 a
416 1814 a
417 1892 a
418 3777 a
419 3592 a
420 403 a
421 49 a
422 3590 a
423 3759 a
424 110 a
425 3992 a
426 1221 a
