127 73
19 w
12 w
14 w
0 r
13 r
21 w
12 w
24 w
18 w
61 r
21 w
91 w
1 w
21 r
1 w
40 w
86 w
16 w
2 w
18 w
22 r
4 w
6 w
107 r
22 r
14 r
23 w
18 r
21 w
2 r
12 w
7 w
16 r
110 w
18 w
10 r
3 w
8 w
19 r
9 r
8 w
98 r
7 r
62 w
20 r
14 w
23 r
3 r
45 r
0 w
24 r
7 r
18 r
3 r
0 w
22 w
70 w
8 w
19 w
23 r
12 w
14 r
11 r
4 r
15 r
14 r
17 w
21 r
11 w
94 w
24 r
4 w
1 w
12 r
10 w
120 w
0 w
44 w
16 r
6 r
21 w
12 r
9 w
4 r
22 w
10 w
5 w
18 w
26 r
25 r
10 r
11 r
11 w
21 w
5 w
6 r
8 r
2 w
116 r
2 r
9 w
91 r
17 r
11 w
15 w
16 r
24 w
23 w
12 r
5 r
25 r
26 w
3 r
0 w
4 r
20 w
15 r
4 r
26 r
26 r
21 r
16 r
16 r
13 r
64 r
22 r
26 r
121 w
21 r
7 r
4 r
114 w
6 r
11 w
19 r
10 w
2 r
15 r
20 r
2 r
101 r
15 w
2 r
13 w
79 r
16 r
10 r
117 r
6 w
6 w
0 w
15 r
9 w
16 r
12 r
47 w
88 w
13 r
15 r
9 r
60 r
3 r
5 r
2 w
22 r
23 r
18 r
11 w
70 r
0 r
18 r
31 w
9 r
24 w
18 w
8 w
23 r
28 w
14 w
82 w
39 r
109 w
4 w
32 r
11 r
12 w
29 r
6 r
17 r
2 w
8 r
39 r
4 w
6 r
25 w
10 r
12 r
9 r
43 r
19 w
46 r
22 r
33 r
18 w
1 w
26 w
7 r
26 r
1 r
6 w
20 w
18 w
45 r
2 r
13 r
23 r
113 w
20 r
56 w
24 w
13 w
0 r
59 w
0 r
2 r
21 r
16 r
6 r
19 w
18 r
15 w
20 r
95 r
49 w
65 r
2 r
22 r
20 w
22 w
19 r
100 r
24 r
91 r
6 w
65 w
2 w
21 r
97 r
19 w
55 r
18 r
88 w
15 r
52 r
5 r
0 r
84 w
6 r
