127 52
20 w
23 r
26 w
0 w
14 r
17 w
16 r
16 r
19 w
9 r
20 w
21 r
5 w
20 w
21 r
107 w
17 r
25 w
12 w
4 r
11 r
8 r
105 w
26 r
59 w
6 r
2 r
50 r
10 w
18 r
25 r
20 w
25 r
15 w
58 w
17 r
10 r
14 w
21 r
120 r
2 r
22 w
3 w
105 w
15 w
2 w
75 r
21 r
1 r
14 w
56 w
4 r
3 w
25 r
91 w
10 w
10 r
4 w
22 w
9 w
7 w
26 r
35 r
75 w
6 w
97 r
19 r
13 r
5 w
69 w
5 w
8 w
12 w
26 w
22 w
15 r
1 r
14 r
12 r
2 r
13 w
22 w
4 w
19 w
93 r
13 r
32 w
8 r
0 r
0 w
11 w
112 r
92 w
21 w
4 w
14 r
5 w
17 r
14 r
0 w
22 r
0 w
0 w
14 w
11 w
20 r
99 r
2 r
119 w
15 r
95 w
21 r
8 w
58 r
13 r
23 r
22 w
8 r
105 r
12 w
7 w
18 w
1 w
7 r
19 w
11 r
20 r
1 w
10 w
33 w
12 w
39 w
23 w
5 w
2 w
97 w
11 w
9 r
124 w
83 w
16 w
7 w
106 r
23 r
10 w
91 r
23 w
8 w
117 r
7 r
26 w
4 w
10 w
6 r
20 w
103 w
1 r
0 r
16 w
4 w
45 w
17 r
24 r
8 r
7 r
12 w
10 r
68 r
22 w
23 r
4 w
24 w
16 r
12 w
101 r
93 w
6 w
8 w
12 r
20 r
8 w
39 w
26 w
20 w
7 r
22 w
22 w
13 r
0 w
19 w
4 r
13 r
26 r
25 r
16 r
4 r
26 w
53 r
74 r
68 w
19 r
21 r
16 w
1 w
101 r
84 w
13 r
18 w
4 r
17 w
4 r
14 r
12 r
23 r
26 w
9 r
11 w
16 r
11 w
23 r
7 r
1 r
57 r
6 w
5 r
15 w
16 r
8 w
15 r
12 w
7 r
25 w
21 w
13 w
6 r
26 r
104 r
117 w
11 r
67 w
14 r
19 w
7 r
56 r
18 r
24 w
8 r
8 r
20 r
1 r
23 r
13 r
36 r
24 r
0 r
0 w
60 r
4 w
0 r
11 r
25 w
9 r
9 w
1 w
9 w
20 r
91 w
7 w
21 w
11 r
25 r
30 w
104 r
5 w
0 r
23 w
90 r
69 w
13 r
1 w
19 w
0 w
20 w
25 w
26 w
5 w
25 w
24 w
0 r
3 w
27 w
64 r
13 r
6 r
18 r
53 r
19 r
25 r
23 w
17 r
26 w
10 w
13 w
16 w
18 w
68 w
12 r
108 w
32 w
2 w
23 r
2 w
20 r
1 r
85 r
44 w
50 w
15 w
20 r
2 r
2 r
19 w
13 w
26 r
3 w
21 r
116 r
12 w
6 r
24 r
10 w
0 w
7 r
68 r
11 w
15 w
4 r
2 w
23 w
25 r
19 r
10 r
106 w
10 w
6 r
23 w
7 r
11 w
19 r
1 r
10 r
20 r
12 r
44 w
21 r
10 w
62 w
106 w
6 w
23 r
71 w
26 r
10 r
8 r
125 w
19 w
18 w
13 r
60 r
26 w
17 w
2 r
25 r
5 w
4 w
14 r
23 w
42 w
10 r
42 w
13 w
20 r
10 r
13 w
12 w
12 r
3 r
117 w
12 w
23 w
75 w
12 w
17 w
21 w
19 w
10 w
15 w
2 w
4 r
19 w
1 r
66 r
63 r
4 w
11 w
7 w
19 r
10 w
37 r
15 r
14 w
7 r
19 w
23 w
59 r
2 w
15 r
26 w
13 r
10 w
38 w
21 r
9 w
8 w
18 r
83 r
8 r
16 w
58 r
67 r
25 w
10 w
41 w
54 w
15 w
23 r
8 w
26 w
4 w
25 r
20 w
21 r
2 w
88 r
22 w
22 w
0 r
59 r
23 r
32 r
20 w
3 w
14 w
18 w
24 w
16 w
24 r
16 r
126 w
14 w
3 w
26 r
19 r
17 w
12 w
92 w
70 r
73 w
9 r
20 r
71 r
9 r
10 w
96 w
9 w
17 w
8 w
5 r
11 w
13 r
26 w
31 w
93 r
119 r
2 w
1 r
11 r
15 r
16 w
19 r
37 r
22 w
14 r
3 w
7 r
18 w
19 r
0 w
15 r
18 w
8 w
3 r
10 r
16 r
17 r
6 r
7 w
9 r
96 w
14 r
99 r
25 w
14 w
18 r
117 r
12 r
19 r
2 w
3 r
3 r
0 r
16 w
1 w
12 w
2 r
123 w
0 w
10 r
5 w
14 w
17 r
18 w
82 r
18 r
21 w
10 r
6 w
22 w
33 r
19 w
20 r
101 r
16 r
20 w
10 w
3 w
15 w
24 w
24 r
17 w
2 w
13 r
6 w
10 r
25 r
17 r
15 r
18 r
19 w
78 r
43 w
22 w
90 r
19 r
89 r
112 w
9 r
19 r
26 r
23 r
22 w
22 w
10 w
20 w
4 r
10 r
16 r
58 w
6 r
23 r
0 r
11 r
123 w
36 w
0 r
19 w
21 r
50 r
1 w
78 r
9 w
4 w
7 w
2 w
5 r
100 r
22 w
5 w
60 w
19 r
18 w
17 w
22 w
12 w
14 r
41 w
19 r
10 w
13 w
25 w
9 w
4 r
25 r
1 r
14 r
10 w
23 w
20 r
3 r
18 w
3 r
19 r
18 w
3 w
22 w
1 r
11 w
5 r
10 w
19 r
19 r
0 w
103 r
0 r
10 r
15 w
7 r
25 r
36 r
21 r
9 r
16 r
17 r
25 r
17 w
106 w
7 w
16 w
13 r
10 w
82 r
24 w
10 w
0 w
14 w
8 w
9 r
77 r
21 r
14 r
1 r
18 w
77 r
24 w
1 r
21 r
22 w
25 r
65 w
12 r
16 w
6 w
5 w
66 r
1 w
47 r
18 r
125 w
6 w
14 r
5 r
3 r
0 r
3 r
32 r
93 r
77 r
107 r
8 w
14 r
83 r
21 w
92 w
4 w
1 r
10 r
16 w
21 w
22 w
14 r
85 w
7 r
10 w
1 w
11 r
26 r
12 r
8 w
21 w
124 w
12 r
14 w
25 w
17 r
4 r
2 r
2 w
15 w
93 r
13 w
24 w
121 r
13 r
55 r
6 w
125 w
96 w
6 w
7 r
85 w
107 w
1 w
19 r
1 w
68 r
13 w
23 r
2 r
1 r
76 r
20 r
9 w
17 w
14 r
0 r
2 r
12 w
102 w
7 w
20 r
102 w
15 r
5 w
56 w
22 w
5 r
20 r
44 w
108 r
10 r
20 r
14 w
25 r
13 w
44 w
13 w
126 w
5 w
20 r
20 w
27 r
0 r
110 r
19 r
64 w
26 r
82 r
23 r
12 w
9 r
20 r
23 r
95 r
0 w
12 w
26 r
11 w
44 r
2 w
121 r
8 r
78 r
6 w
22 r
24 w
124 r
93 w
63 w
22 w
6 r
3 w
24 w
118 r
7 w
51 r
1 w
14 r
8 w
16 r
24 w
37 w
16 w
2 w
39 w
2 r
20 w
5 w
0 w
101 w
2 r
1 r
11 w
22 w
21 w
25 r
7 w
97 r
15 w
4 w
17 w
18 w
2 w
60 r
39 r
19 r
11 w
14 r
121 w
19 r
20 w
0 w
20 w
16 w
94 w
8 r
10 r
13 r
4 w
14 r
34 w
64 r
77 w
2 r
23 w
121 w
85 w
0 r
11 r
25 w
76 w
10 r
119 w
16 r
87 r
9 w
8 r
7 w
30 w
112 r
15 r
2 w
108 w
61 w
91 w
23 w
4 w
110 w
25 r
13 r
11 r
1 r
2 w
75 w
26 w
10 w
100 r
14 r
24 w
82 r
51 w
20 w
24 r
4 r
122 r
23 r
5 r
7 r
13 r
8 r
51 r
22 r
11 w
13 r
72 w
32 w
16 r
8 w
11 r
70 w
26 w
8 w
12 w
100 w
90 r
7 w
18 w
19 r
0 w
10 w
15 r
6 w
17 w
0 w
0 r
22 w
6 w
14 r
100 w
18 w
25 r
19 w
1 r
2 w
66 w
39 r
6 w
4 r
24 w
12 r
2 w
16 r
9 r
4 w
4 w
97 r
15 r
26 r
26 r
100 w
3 w
0 r
21 r
11 r
99 r
65 r
14 r
22 w
14 r
20 r
1 w
6 r
7 w
20 r
2 r
18 w
3 r
11 w
126 r
8 r
0 w
10 w
3 r
11 w
14 w
12 w
10 r
84 r
9 w
18 r
14 r
13 w
8 r
9 w
15 w
16 r
15 r
1 r
4 r
9 w
23 r
4 r
25 r
113 w
7 r
2 r
35 r
9 w
23 r
6 w
71 w
2 r
20 r
18 r
26 r
3 w
64 r
23 w
25 r
48 w
19 r
33 r
87 r
12 w
16 w
27 r
21 r
18 r
17 r
10 w
4 w
21 r
17 r
26 w
92 r
8 r
19 w
5 r
121 r
24 w
0 w
3 r
4 r
25 r
18 w
26 r
4 w
26 r
1 r
23 r
120 r
19 r
22 r
24 r
30 w
24 w
64 w
8 w
43 r
15 w
5 r
10 w
81 w
26 w
109 w
12 r
12 r
13 w
10 w
119 r
14 r
2 r
118 w
18 r
16 r
18 w
1 w
16 w
20 r
14 w
4 r
109 r
1 w
5 w
14 w
53 w
57 w
62 w
4 w
122 r
56 w
1 w
13 w
7 r
15 r
31 w
8 w
11 w
1 r
17 r
6 r
21 r
69 w
10 r
7 r
0 w
20 w
5 r
4 w
41 w
16 r
83 w
21 w
57 r
21 r
16 w
13 r
10 w
21 r
6 w
16 w
69 w
17 r
50 w
2 r
12 w
106 r
20 w
8 r
86 w
25 r
22 r
17 r
3 r
18 w
32 w
12 w
87 r
10 w
8 w
8 r
13 w
12 r
3 w
19 r
21 w
0 w
12 r
5 r
96 r
96 w
22 r
4 r
75 r
25 r
12 r
18 r
2 w
6 w
7 w
37 r
23 w
11 r
19 w
104 r
44 r
10 w
87 r
4 w
